node,adj nodes
419063867,"[419063913, 419066949, 419066953, 419066840]"
419066958,"[419066868, 419066735, 419066840, 1440316967]"
1440316967,"[419066826, 419066958, 1457603670]"
419046930,"[419045511, 419046877, 419046956]"
419063071,"[419063064, 419063236, 419064833]"
419063064,"[419063361, 419063236, 419063071]"
3733977979,"[419062673, 419060378]"
419064962,"[419065045, 419064886]"
1260485011,[419065045]
419055388,"[1782359359, 419055511]"
1782359359,"[419055388, 419055932, 1782359376]"
419063692,"[419063643, 419063476, 1455954949]"
419063192,"[419063044, 419063280, 419063013]"
419063013,"[419063044, 419063096, 419065143]"
419063236,"[419063192, 419063071, 419063280, 419063064]"
419063096,"[419063096, 419063013]"
419063143,[419065143]
419060471,[419061181]
419060447,"[419060574, 419061181]"
419061181,"[419060447, 419061336, 419063999]"
419085445,"[419089668, 419084701, 419083380]"
419060742,[419061073]
419066975,"[419066784, 419066975, 419066960]"
419063844,[419066975]
419062993,[419063078]
419062907,"[419063078, 1260675147]"
419063078,"[419066853, 1260675122, 419062907, 1260675147]"
419061183,[419061067]
419061067,"[419061583, 419060278]"
419058748,"[419058307, 419060071, 419058676, 419057876]"
419060123,"[419059960, 419060071, 419057477]"
419060071,"[419060123, 1256744383, 419060013, 1256562935]"
419052635,"[419052653, 419052681, 419052232, 1635646191]"
419052653,"[419052653, 419052635, 419052642]"
419052642,"[419052653, 1234310616, 1234537354]"
1234310616,"[564288660, 419052642, 419052652]"
419052652,"[1234310616, 564288606, 419052656]"
419052656,"[564288606, 419052648, 419052652]"
564288603,"[1636175582, 419051836, 564288625, 419052648]"
1207178049,"[1207136638, 1645652067, 419045145]"
1645652067,"[1207178049, 1645652067]"
419063946,"[419063877, 419063761, 419066970, 419063741]"
419066784,"[419066584, 419066712, 419066975, 419066768]"
5333313391,"[1453756005, 1453755897, 419063732]"
1453755897,"[5333313391, 1453755895, 419063310]"
419063361,"[419063310, 1367465299, 419063064]"
419063073,"[419063113, 419063000, 1367465299]"
1739483535,"[419063000, 1130760539, 621103178]"
1629287169,"[1629287169, 419045075, 419045106]"
1455954949,"[419063295, 419063766, 419063692, 419063609]"
419045032,"[419045189, 419045155, 419045127]"
419045093,"[419045226, 419044625, 419045086, 419045106]"
1618102716,[419045106]
419066835,"[419066941, 419063853, 419066916, 419067421]"
419066768,"[419066652, 419066941, 419066784, 419066635]"
419067421,"[419067334, 419066493, 419067460, 419066635, 1479075530]"
419045603,"[419045507, 419045868, 419046002, 419045689]"
419062972,[419063096]
5257388254,"[419059358, 419059389, 5257388253]"
5257388253,"[419059358, 5257388254, 419059272]"
419059358,"[419059148, 419059272, 5257388253]"
3763435403,[5257388254]
419070907,"[419072541, 419070292, 419070295, 419070712]"
419072541,"[419070907, 419072629, 419071702, 419067638]"
1292809932,"[419070068, 419068981]"
419059377,[3763435415]
419059148,"[419059358, 419061994]"
3763435415,[419059377]
419057480,"[419057517, 419057518, 419059766, 1038130902]"
419059759,"[419059749, 3930148854, 1781625489, 419060102]"
1781625489,"[419059661, 419059759, 3930181789, 3371546658, 5257541176, 419059587]"
3930181789,"[3371546658, 1781625489, 3930148845]"
3371546658,"[3930181789, 3930160581, 3930160582]"
419059679,"[419059706, 3930506960]"
419059706,"[419059587, 3930506961, 419059679]"
1621858269,"[419045607, 419045511]"
419046798,"[419046784, 419048285, 419046797, 419046956]"
1900723740,"[1626657163, 419050201, 419050269]"
3930506960,"[419059679, 419059661, 5257541176]"
419048285,"[419048283, 419050264, 419048240, 419048213, 1467440033, 419046798]"
419059376,"[419059179, 419059143, 419059249, 419061867, 419062180, 419061820]"
419059179,"[419061988, 419061664, 419059361, 419059376]"
419061988,"[419059179, 419061812, 419061710, 419059128]"
419061710,"[419061988, 419062126, 419061625, 419061853]"
419062126,"[419062180, 419061710, 419061853]"
419062180,"[419062099, 419062126]"
419056261,"[419056807, 1530007168, 3844230630, 1732822277]"
419056807,"[419056261, 419056692]"
419065077,"[419064913, 419065069, 419062979]"
419065069,"[419065077, 419065104, 419064932]"
419059770,"[419058395, 419059255, 419059433, 419059766, 419059817]"
419058395,"[419059817, 1121861750, 419058665, 419057662]"
1732822277,"[3755939312, 419056261, 1778257307, 1121861697]"
419061998,"[419061868, 419061625, 419062059]"
419062059,"[419062322, 419061998, 419062099]"
419062498,"[419062394, 419062883, 419062074, 419062788, 419062546]"
419061698,"[4239862555, 419062317, 419061716, 2211013902, 419062209]"
3323507935,"[419059224, 419059354, 419059272, 419061834]"
419059224,"[419061834, 419061982, 3323507935]"
419061834,"[419062180, 419059224, 419061844]"
1038130894,"[1121861697, 3195335086, 3844385392]"
3844385392,"[1732822298, 3844385399, 1038130894]"
1732822298,"[3844385399, 3844385388, 4054938480, 3844385392]"
4054938480,"[1897892712, 1732822298, 3844385388, 419058605]"
419058605,"[1897892712, 4054938480, 3195335086]"
3195335086,"[419057517, 419058605, 3844385384]"
419059354,"[419061844, 419061982, 419059118, 3323507935]"
419061982,"[419059224, 419059354, 419061844]"
419061844,"[419062274, 419061982, 419061834]"
419060263,"[419060605, 419062692, 419062733]"
419062733,"[419062672, 419060263, 419062722, 419062670]"
3163333038,"[1185033357, 419038273, 3163336538]"
1185033357,"[1188214498, 3163333038, 1174077436]"
1174077436,"[1185033357, 3163336538, 419038362, 1186111800]"
1186111800,"[1236570241, 1220914905, 1186111763, 1174077436]"
1220914905,"[419038361, 1186111800, 1186111752, 4309577932]"
419038492,"[419038361, 419038605, 419038398, 1204385899, 1186111721]"
419038608,"[419038885, 1186111721, 419038756, 419038633]"
419038756,"[419038356, 419038861, 419038608, 419038867, 419041029]"
1794058296,[419062733]
1794058299,"[419062200, 1794058300, 419061851]"
419062200,"[1794058299, 765949470, 419062292, 419062122]"
419062122,"[419062200, 419062593, 419062060, 419062539]"
419062593,"[419062355, 419062152, 419062122, 419062391]"
419062355,"[419062432, 419062855, 419062593, 419062560, 419062257]"
419062855,"[419062821, 419062355, 419062768, 419062672]"
419062672,"[419062648, 419062733, 419062855, 419062446]"
419039215,"[419039247, 419039238, 419039313]"
419062768,"[419062196, 419062425, 419062855, 419062560]"
419062560,"[419062355, 419062152, 419062538, 419062768]"
419062152,"[419062060, 419062593, 419062087, 419062560]"
419062060,"[419062152, 419062280, 419062122, 419062196]"
419062196,"[765949470, 1794058300, 419062060]"
3349687250,"[3349687255, 3349687251, 419039247, 419039238]"
765949470,"[419062200, 1794058300, 419062196, 419061634]"
1794058300,"[1794058299, 765949470, 419059170]"
1794058298,[419062196]
419038321,"[419038351, 419038416]"
419059356,"[419059170, 419059312, 5257682027]"
419059170,"[419059356, 419059099, 1794058300, 419061634]"
419061634,"[765949470, 419059170, 419061874, 5257682027]"
5257682027,"[419061634, 5257682027]"
419038333,"[419038484, 419038347]"
419045190,"[419046254, 419044118, 419045190]"
419046254,"[1627084840, 419046004, 419045190]"
1627084840,"[419046254, 419045986, 1627084703]"
419045986,"[1627084840, 1627076683]"
1207120412,[419043833]
419059381,"[419059128, 419059361, 419059238]"
419059238,"[419059381, 3456835809, 3456835798]"
1124811727,[419039826]
419039826,"[419040124, 419039371]"
419062336,"[419062133, 419062257, 419062588, 419062058]"
419062133,"[419062524, 419062336, 419062113, 419062588]"
419062588,"[419062133, 419062425, 419062538, 419062585]"
419062058,"[419062524, 419062336, 419062127, 419062585]"
419062524,"[419062133, 765949474, 419062585, 419062058]"
419062585,"[419062524, 419062588, 419062363]"
419037952,"[419037974, 4114670093, 419037958]"
847563584,"[847563536, 847563531, 419037971, 1262215197]"
847563536,"[847563584, 847563545, 419037976, 1262215221]"
419062363,"[765949474, 419062425, 419062127, 419062585]"
765949474,"[419062524, 419062127, 419062572, 419062363]"
419062127,"[765949474, 419062155, 419062058]"
419062155,"[419062594, 419062127, 419062572, 419062821]"
419062572,"[765949474, 419062425, 419062155, 419062350]"
419062425,"[419062572, 419062768, 419062363]"
419062821,"[419062823, 419062432, 419062855]"
419062648,"[419062823, 419062672, 419062722, 419062446]"
419062446,"[419062672, 1255342776]"
419044702,"[1626515800, 419045189, 419044745]"
538435441,[419060361]
419060361,"[419062587, 419060421, 419060183]"
419060421,"[419060361, 419062728, 419060399]"
419060399,"[419060421, 419060271, 419062625]"
419062726,"[419060306, 419062728, 419062625, 419062808]"
419062728,"[419062726, 419060421, 419062671, 419062625]"
419062625,"[419062814, 419062728, 419060399]"
419060394,[419062726]
419056933,"[419056661, 419056960, 419056988, 419057055]"
419057055,"[3362989428, 419056933]"
419062671,"[419062871, 419062814, 419062728, 419062862]"
419062814,"[419062862, 419062759, 419062671, 419062625]"
419062862,"[419062814, 3931771276]"
419062280,"[419062087, 1706124672, 419062268, 419062060]"
419062268,"[419062083, 419062280, 419061836]"
419061836,"[419062305, 419062268, 419062021, 4247144418]"
4247144418,"[1706124672, 419061864, 419061836, 419062211]"
1706124672,"[419062257, 1706124664, 4247144418]"
419062716,"[419062861, 419060397, 419062280, 419062850]"
419062850,"[419062688, 419062716, 419062869, 419062769]"
419062869,"[419062782, 419062700, 419062440, 419062850]"
419062782,"[419062468, 419062869, 419062833, 419062370]"
419062468,"[419062345, 419062781, 419062510, 419062782]"
419062345,"[419062559, 2257079315, 419062169, 419062468]"
419062559,"[419062111, 419062345, 419062458, 419062539]"
419062539,"[419062559, 419062292, 419062122, 419062391]"
419062370,"[419062861, 419062404, 419062440, 419062782]"
419062440,"[419062769, 419062869, 419062370]"
419062769,"[419062688, 419062861, 419062850, 419062440]"
419062861,"[419062716, 3931771276, 419062769]"
419062688,"[419060397, 419062700, 419062850]"
419057003,"[419057034, 419057114, 419057050]"
419057034,"[419057003, 419057050, 419057002]"
419062796,"[419062564, 3931771276, 419062871, 419062451, 419062759]"
419062759,"[419062871, 419062798, 419062814, 419062796]"
419062871,"[419062759, 419062671, 582991739]"
419057140,"[419057220, 419057310, 419057257, 1269961572]"
419057257,"[419057309, 419057203, 419057140, 419055242]"
419057203,"[419057220, 419057257, 419057332, 419055274]"
419057220,"[419057316, 419057203, 1267552908]"
419054767,"[419054250, 419054792]"
419054800,"[3174204339, 419054869, 419054774, 419054759]"
3174204339,"[419054800, 419054792, 419054774, 419054759]"
419054774,"[419054280, 3323334962, 3174204339, 419054792, 3363186037]"
419062506,"[419060271, 582991752, 419062132]"
582991752,"[419062798, 419062506, 582991739]"
419062798,"[419062451, 419062759, 582991752]"
419060271,"[419060184, 419060422, 419060399]"
419060183,"[419060184, 419060306, 419060361]"
419062808,"[419062726, 419060306, 538435431, 419062808]"
419060306,"[419062726, 419060183, 419060206]"
419057002,"[419057069, 419057114, 419057034]"
419057114,"[419057003, 419057069, 419057002]"
419046799,"[419046762, 419046797, 1626731498]"
419046797,"[419046603, 419046776, 419046799, 1626731498]"
419062451,"[419062798, 419062463, 419062796]"
419046414,[419046451]
419062564,"[419062404, 419062511, 419062796]"
419059219,[419061673]
419061994,"[419059148, 419061735]"
419061673,[419059219]
419062274,"[419062322, 419061844, 419062076, 419059118]"
419062322,"[419061868, 419062274, 419062059, 419062132]"
419062099,"[419062534, 419062059, 419062180, 3348429085]"
419062522,"[419062522, 419062086, 419062549]"
419062183,[419062522]
3763435389,[419062506]
419059249,"[419059361, 419059376, 419059385]"
419059361,"[419061827, 419059179, 419059249, 419059381]"
419059128,"[419061988, 419059381, 419061812, 419061868]"
419061868,"[419062322, 419061998, 419059128, 3456835809]"
419062132,"[419062534, 419062506, 419062076, 419062322]"
419062511,"[419062463, 419062564, 419062549]"
419062463,"[419062610, 419062451, 419062511]"
419059641,"[3930187376, 419059389, 5257388254, 1706124728]"
419059389,"[5257388254, 419059494, 419062021, 419059641]"
419062549,"[419062522, 419062511, 419062610]"
419062610,"[419062463, 419062549, 419062076]"
1706124664,"[419061864, 419059513, 1706124672]"
419061864,"[419062021, 419062211, 419061864, 4247144418, 1706124664]"
847640396,"[419049437, 419050264, 4370760629]"
4370760629,"[847640396, 4370760627, 419051324]"
419051324,"[419051320, 419051319, 3363186011, 1621258058, 4370760629]"
419060010,"[419059857, 419060175, 419059806, 419060140]"
419059806,"[419059697, 419059956, 419059858, 419060010]"
419059858,"[419059666, 1794067940, 419059806, 419059280]"
1794067940,"[1794067961, 419059858, 419059743, 419059894]"
1794067961,"[1794067940, 419059550, 419059567, 419059870]"
419059550,"[419059563, 419059603, 419059709, 1794067961]"
419059563,"[419059617, 419059622, 419059550, 419059754]"
419059622,"[419059635, 419059563, 419059421]"
419059421,"[419059586, 419059622, 1158997599, 1158997431]"
1158997431,"[419059449, 419059254, 419059421]"
419059513,"[1706124668, 419059449, 419059283, 1706124664]"
419059283,"[419059513, 419059103, 419059336, 1706124728]"
419059336,"[419059099, 419059171, 419059283, 419059494]"
419059099,"[419059170, 419059312, 419059336, 419061874]"
419052548,"[419051953, 419052331, 1621258057, 419052491]"
419051953,"[419052548, 419051825, 419053010, 419051968]"
419053010,"[419053059, 419053058, 419051953, 419053011]"
419053059,"[1607801425, 1610340491, 419053010]"
1238619603,"[1609353050, 419052811, 1238619606]"
1609353050,"[1238619603, 1611661260, 419052901]"
419062296,"[419062086, 419061826]"
419062086,"[419062522, 419062404, 419062296]"
419048213,"[419048285, 847640479, 419048039]"
847640479,"[419048213, 419050117, 419047778]"
419062404,"[419062564, 419062629, 419062370]"
419051319,"[419051324, 419050269, 419051233, 419051400]"
419049421,"[419048819, 419051233, 419049467, 419049401]"
419062833,"[419062781, 419062629, 419062782]"
419062629,"[419062833, 419062704, 419062679]"
419062076,"[419062610, 419062274, 419062534, 419062132]"
419062534,"[419062587, 419062099, 419062132]"
419059587,"[419059706, 5257541198, 419059272, 1234047268]"
1621258058,"[419051324, 419051521, 419051400]"
1610340487,"[419053101, 1238454298, 1610340491, 419052812]"
1238454298,"[1610340487, 1238454256, 419052185, 419053011]"
419053011,"[419052056, 1238454298, 419053010]"
419052056,"[419051968, 419052185, 419053011]"
419051968,"[419052056, 3363186011, 419051953]"
3363186011,"[3363186014, 3363186037, 419051968]"
419061735,"[419061826, 419061735, 419061994]"
419062302,[419061735]
419069536,"[419065738, 3206526368, 419069748]"
419061741,"[419061953, 1158997591, 419061630, 419062248]"
419061630,"[419059197, 419061935, 419062244, 419061741]"
419061935,"[1874803318, 419059297, 419061630, 419059183]"
419059183,"[419059243, 419061935, 419059106]"
419059106,"[419059365, 419059183, 419059424]"
419059365,"[419059950, 419059387, 419059280, 419059106]"
419059280,"[419059365, 419059578, 419059618, 419062091, 419059583, 419059223]"
419069450,"[4173432800, 419070060, 419069863]"
1219612415,"[419060447, 1797918001, 419060278, 419062815]"
419062815,"[1219612415, 419062647, 419062815]"
419062647,"[1219612127, 419062647, 419062815]"
1219612127,"[419062692, 419062647, 419062786]"
419062692,"[419062670, 419060263, 1219612127]"
419060574,"[419062717, 419060447, 419060605, 419060920]"
419060608,"[419060532, 419060245, 419060449, 419060902]"
419060449,"[419060540, 419060902, 419060984, 419060608]"
419060902,"[419064243, 419060839, 419060449]"
419060857,[419060608]
419067862,"[4173432860, 419067920, 419069748, 419067815]"
419060245,"[419060540, 419060608, 419061444]"
419060540,"[419060245, 419060449, 419060422]"
419060915,[419060245]
419060422,"[419060184, 419060397, 419060540, 419060271, 419064085]"
419060984,"[419060532, 419060839, 419060876, 419060449]"
419060876,"[419060787, 419060984, 419061586, 419060507]"
419060532,"[419060839, 419060507, 419060984, 419060608]"
419060839,"[419060902, 419061586, 419060984]"
419060721,[419060532]
4173432860,"[419067862, 419067920, 419069748]"
419067815,"[419067862, 419067828, 3243958486]"
419060302,[419062647]
419060247,[419062815]
1158997591,"[1158997425, 419061741, 419062258]"
419062258,"[1158997591, 1891196517, 419062291]"
419062291,"[419062149, 419062244, 1158997378, 419062258]"
1158997378,"[419062163, 419062291, 419062247, 419062119]"
1158997516,"[419062119, 847640411, 419062107, 1158997425]"
1158997425,"[1158997516, 419062406]"
419061671,"[419059512, 1874827186, 419062091, 419061658]"
1874827186,"[419059512, 1874827184, 419061671]"
419059223,"[419059280, 419061873, 419059317]"
419059317,"[419059223, 419059269, 419059369]"
419053858,"[419053795, 2552028036, 419053749, 419053658, 419053864]"
419053864,"[419053795, 419056020, 419053511, 419053827]"
847640631,"[419062379, 1797918001, 419062442, 419062303]"
419062442,"[847640631, 419062832, 419062344, 419062406]"
419062406,"[419062469, 419062482, 1158997425, 419062442]"
1357817648,"[419062107, 419062090, 419062303]"
419053827,"[419053858, 2552658659, 419053511, 419053864]"
2552658659,"[419053827, 419053658, 2552658651]"
565575671,"[419060391, 419062714]"
419053511,"[1145509507, 419053468, 419053827]"
3363186037,"[3363186011, 419054774, 3363186034]"
419060507,"[419061034, 419060532, 419061586, 419060876]"
419061586,"[419061456, 419060839, 419060876]"
419061442,[419060507]
419056008,"[419056049, 2552028036, 2552028052]"
2552028036,"[419053635, 419056008]"
419059062,"[419057589, 1230760851, 1231107708, 419056307]"
1231107708,"[1231107562, 419059062, 419058493, 419058452]"
419058452,"[1231107562, 1231107708, 419057713, 419058493]"
419057748,"[419057589, 419058676, 419057713]"
419058676,"[419058748, 419058493, 419057748]"
419058493,"[1231107562, 419058676, 419058452]"
419053960,"[419053635, 419053945, 419053342, 2552028052]"
419053635,"[2552028036, 419053960]"
2550205061,[419053883]
419061427,"[419063999, 419061583, 419061427, 2210985650]"
419060753,[419061427]
419056939,"[3405669268, 419056926, 419056935, 419057010, 419056993, 419056833, 1782341455]"
1256532442,"[1256532447, 419057010, 1371263137, 1802695944]"
419057010,"[1256532442, 419056307]"
419061310,[419060245]
419058883,"[1272073485, 419059059, 419056436, 564922596]"
1272073485,"[3380608151, 419058883, 3380608141]"
3380608151,"[1230760905, 3380608085, 1272073485, 419059059]"
419059059,"[1700101595, 3380608151, 419058985, 419056197]"
5318087725,"[5318087725, 419057734]"
1437252051,[419057734]
419062717,"[419062743, 419060920, 419060574, 419062704]"
419061515,[419062717]
1700101595,"[1700100937, 419056234, 419059059]"
419056234,"[1700101595, 419056780, 1700101084]"
419056780,"[1700021074, 419056234, 1700101084]"
1700021074,"[1700021177, 419056642, 1700021171, 419056780]"
419056642,"[1699957839, 1694984442, 1700021074]"
1699957839,"[419056642, 419056469, 1699957665]"
419056197,"[419056469, 1699957665]"
419056712,[419059059]
419055391,"[419055551, 419055887]"
1269970302,"[419055298, 419055051]"
419055051,[1269970302]
419055171,[419055298]
419059607,[3930148852]
3930148852,"[3930148847, 3930148854]"
419062510,"[419062169, 419062468, 419061874]"
419062169,"[419062345, 419062111, 419062510]"
419062111,"[419062559, 419062169, 419062292]"
419062292,"[419062111, 419061851, 419062200, 419062539]"
419061874,"[419059171, 419059103, 419059312, 419059099, 419061634]"
419060356,[419062510]
419062644,"[419062743, 419062659, 419062679]"
419062679,"[419062644, 419062781, 419062629, 419062853]"
419062781,"[2257079315, 419062468, 419062833, 419062679]"
419062100,[419060426]
2257079315,"[419062345, 419062458, 419062781, 419062853]"
419062853,"[419062432, 2257079315, 419062790, 419062659, 419062679]"
419062659,"[419062675, 419062644, 419062853]"
419060426,[419062100]
419060379,"[419062111, 419062722, 419062675]"
419062675,"[419062790, 3830283112, 419062659, 419062704, 419060379]"
419062790,"[419062675, 419062432, 419062458, 419062853]"
419062458,"[419062559, 2257079315, 419062790, 419062391]"
419062289,[419060379]
419062394,"[419062788, 4239862551, 419062498, 419062120]"
419062788,"[419062673, 419062394, 419062389]"
419062670,"[419062692, 1255342776, 419062733]"
419061669,"[419059343, 1207415434, 419062284, 419059476]"
1207415434,"[419062324, 419062284, 419061669]"
419062284,"[419062503, 1207415434, 3273645877, 419062546]"
1649132753,"[419062166, 3066232951, 419062415]"
419062415,"[2941788724, 1649132753, 3733977946]"
3733977946,"[419062503, 419062415]"
419062113,"[419062133, 419062124, 419062305, 419062350, 419062318]"
419062350,"[419062594, 419062572]"
419062209,"[419062138, 419061698, 4239862551]"
4239862551,"[4239862555, 419062209]"
419061830,[419062394]
419059494,"[419059389, 419059312, 419059336, 1706124728]"
419059171,"[419059103, 419062021, 419059336, 419061874]"
419062021,"[419059171, 419061864, 419062305, 419061836]"
419061583,"[419061067, 419061427]"
419062083,"[419062124, 419062305, 419062268, 419062087]"
419061841,[419062083]
419060257,"[419060575, 419062767, 419061558, 1158997480, 1706088161, 419060278]"
419057662,"[419059755, 419058395]"
419062602,"[419062461, 419062061, 3776163061, 564922612, 2933163212]"
419062194,"[419062068, 2933163212, 2941706447, 419062101]"
2933163212,"[419062194, 2933163211]"
1732822320,"[1732822322, 419062422, 1732822315]"
1732822315,"[564922612, 1732822320]"
1234047268,"[419059587, 419059272, 1234047268]"
419059272,"[3323507935, 419061625, 419062296, 419059358, 1234047268, 5257388253]"
419061826,"[419061851, 419061735, 419062296]"
3195249497,"[3195249498, 419062461]"
419062786,"[1219612127, 419062722, 1255342776, 3851039735]"
419062700,"[419062688, 419062869, 419062440, 419062704]"
4239862555,"[419062766, 419062342, 4239862551]"
419062344,"[419062379, 847640411, 419062442, 419060257]"
419062379,"[847640631, 3851039735, 419062594, 419062257, 419062344]"
419062823,"[419062648, 419061826, 3830283112, 419062821]"
419062432,"[419062355, 419062821, 419062790, 419062391]"
419062391,"[419062432, 419062593, 419062458, 419062539]"
419061851,"[1794058299, 419061826, 419062292]"
419059618,"[419059578, 419059767, 419059280, 419059269]"
419059578,"[419059512, 419060035, 419059618]"
419062743,"[419062717, 419062743, 419062644]"
419062704,"[419062717, 419062700, 419062629, 419060422, 419062679]"
419062722,"[419062648, 419062823, 419060379, 419062733]"
3931771276,"[419062862, 419062861, 419060397, 419062796]"
419060397,"[419062688, 419062716, 419060422]"
419062538,"[419062124, 419062588, 419062087, 419062560]"
419062124,"[419062083, 419062113, 419062538]"
419062318,"[419062257, 419062211, 419062113]"
419062257,"[419062336, 419062248, 419062318, 419060102, 1706124672]"
419060184,"[419060271, 419060183]"
419062211,"[4247144418, 419062305, 419062833, 419062318]"
419062305,"[419062083, 419062211, 419061836, 419062113]"
419062087,"[419062152, 419062083, 419062280, 419062538]"
419060267,[419062743]
419056278,"[419056493, 419056861, 1359721104, 419056784]"
419056861,"[419056775, 419056740, 419056278]"
419056775,"[419056829, 419056662, 419056861, 419056726]"
419056726,"[419056775, 419056838, 419056540, 419056675]"
419056675,"[419056493, 419057087, 419056744, 419056726]"
419056493,"[419056675, 419056696, 1359721126]"
419056829,"[419056775, 419056191, 1359721104]"
1359721104,"[419056829, 419056278, 419056351]"
419056740,"[419056662, 419056861, 419056761]"
419056540,"[419056662, 419056466, 419056231, 419056726]"
419056838,"[419056231, 419056744, 419056191, 419056726]"
419056231,"[419056838, 419056298, 419056839]"
1223809411,"[419057069, 419056518, 419056761]"
419056518,"[1223809411, 419056662]"
419056668,"[419056993, 419056696, 419056653, 419056813]"
419056653,"[419056659, 1388688857, 419056668, 419056764]"
419056659,"[419056653, 419056795, 419056702]"
419056702,"[419056808, 419056659, 419056696, 419057107]"
419056696,"[419056493, 419056744, 419056767, 419056351, 419056808, 419056702]"
419089355,"[1869306359, 419089772, 419089916]"
419089916,"[419087725, 419089772, 419089355]"
419056993,"[419057022, 1388688857, 419056668, 419056466]"
1388688857,"[419056653, 419056777, 419057107, 419056993]"
419057107,"[1359721126, 1388688857, 419056702]"
1359721126,"[419057099, 419056696, 419057107, 419056493]"
419057099,"[1359721126, 419057087, 419056894]"
419056466,"[419056540, 419056662, 3362989473, 419057087]"
419092184,"[419089904, 419079378, 1916699717]"
419089904,"[419092184, 419087725]"
419056221,"[419056424, 419058787, 419056200, 419056313]"
419056424,"[419056221, 419056386, 419059070, 419058787]"
419058787,"[419058736, 419058891, 419056424]"
419056238,"[4112327694, 419056813, 419056993, 419056354, 419056833]"
4112327694,"[419056238, 419056386, 419056200]"
419056200,"[419056221, 419056286, 419056863, 4112327694]"
419056863,"[419056200, 419056847, 419056313]"
419056847,"[419056286, 419056863, 419059047, 419056836]"
419056836,"[419056847, 419056833, 419056935, 419056323]"
419056833,"[419058651, 419056836, 419056939]"
419089772,"[419089916, 1335291899, 419089355]"
419057310,"[419057298, 3362989332, 419057140, 419057313]"
419057313,"[419057309, 419057310, 1267552919]"
419057309,"[419057313, 419057257, 1267552919, 419057332, 419057366, 419055242]"
419057332,"[419057309, 419057280, 1359721099, 419057203, 419057350]"
419057280,"[419056908, 419057332, 419057278]"
419057278,"[419057298, 419057280, 419055369, 1267552908]"
419057298,"[419057316, 419056908, 419057278]"
1710255090,"[419057280, 419057022, 1710255154, 419056908]"
419056908,"[419057298, 419057280, 1710255090]"
419057350,"[419056912, 419057313, 419057332, 1267552919]"
1267552919,"[419057309, 419057313, 419057366, 419057350]"
1916699717,"[419092184, 419093756]"
419085435,[419079369]
419056912,"[419057332, 419057366, 419057350]"
419057199,"[1782360086, 1781693132, 419057205, 419055270]"
1781693132,"[1781693176, 419055270, 419057199]"
419055270,"[419055290, 419055237, 419055231, 1781693132, 1340961839, 1781693176]"
1359721112,[419057122]
1359721156,"[419055242, 1359721099]"
1359721099,"[419055369, 419055274, 1359721156]"
419055369,"[419055277, 419057187, 1359721099]"
419055277,"[419057125, 419055369, 419057159]"
419057159,"[419055277, 419057243, 419057122]"
419057122,"[419057159, 419055237, 419057252]"
419104174,"[1235156840, 1235156837, 419104462]"
1235156840,"[1235156840, 419104174]"
419057030,"[419057030, 419057022, 419056935]"
419056905,[419057030]
1256627308,"[419064744, 419062096, 419060240, 1256627346]"
1256627346,"[1256627308, 1257024230, 1256663214, 1879694517]"
1256627337,"[1256663214, 419064744, 1256627385]"
419064744,"[1256627363, 1675639047, 1256627337]"
1269931759,[419055210]
419057316,"[419057298, 419057125, 1267552908]"
419057125,"[419057316, 419057243, 419057187, 419055277]"
419055210,[1269931759]
419084701,"[419085445, 419104418, 1931241510]"
419057277,[419055013]
419057243,"[419057125, 419057159, 419057252]"
419055013,[419057277]
419090118,"[419089472, 1919746112, 419087594, 419090153]"
1919746112,"[419090118, 1916700991, 419089160]"
419057378,"[419057348, 1340961842, 419057137]"
419057137,"[419057160, 419057378, 419055231]"
419055231,"[419055290, 419057137, 419055270]"
419055534,"[419055578, 419055637, 419055410]"
419055410,"[419055400, 419055534, 419055403]"
419055580,[419055400]
419055637,"[419055400, 419055534, 419055598]"
419055400,"[419055410, 419055637, 1345984841]"
419060236,"[1256980093, 419060227, 5244338914, 419060481]"
1256980093,"[1256980146, 419060648, 419060236, 1256980148]"
419060648,"[419060693, 1256980093, 1256680782, 419062356]"
419060693,"[1256618982, 1256618993, 419060648, 419060240]"
419060240,"[419060693, 1256645647, 1256627308]"
419062096,"[5244338914, 1257031674, 1256627308]"
5244338914,"[419059111, 419062096]"
419055598,"[419055637, 419055450, 1345984841]"
1345984841,"[1345984813, 419055400, 419055598]"
419057582,"[419057658, 1271422836, 419057672]"
419055450,"[419055816, 419055598, 1371120924]"
419055816,"[419055816, 419055450, 1371120924]"
1371120924,"[1345984813, 419055816, 1345984808]"
1345984808,"[419055599, 1782359376, 1371120924, 1442497752]"
1345984813,"[1371120924, 1345984841, 419055403]"
419055403,"[1345984813, 419055410, 419055412]"
419055412,"[419055578, 419055449, 419055403]"
419055449,"[419055599, 419055412, 1345984817]"
419055599,"[419055449, 1345984817]"
1345984817,"[419055449, 419055599, 419055184]"
419055184,"[419055578, 419055449, 1345984817]"
419055578,"[419055534, 419055412, 419055184]"
419087536,"[1918614884, 419087536, 419087514]"
419078371,[419087536]
419093734,"[419091017, 419094422, 419087517, 419093751]"
419091017,"[1916678547, 419093734, 1938519581]"
1938519581,"[419091017, 1938519572, 1916691237, 1938519505]"
1916691237,"[1916691232, 1938519487, 1938519581]"
1938519487,"[1938519482, 1938519483, 1916691237]"
1938519482,"[1938519487, 1938519483, 419090151]"
419090151,"[1938519482, 1916687654, 419089742]"
1916687654,"[419090151, 419090089, 1919944376, 419087517]"
