node,adj nodes
1621238115,"[419048684, 1616712908, 419048744, 419050352]"
1616712908,"[419048744, 1621238115, 419048810]"
419048744,"[1616712908, 1628013292, 419048730]"
419048057,[419048106]
419048106,"[419047608, 419048173]"
419059599,"[5244338890, 5271349757, 419057672]"
5271349757,"[854651850, 5271349757, 419059599]"
854651850,"[419057734, 854652039, 5271349757, 854652338]"
419057734,"[5318087725, 1707677072, 854651850]"
1707677072,"[1707677173, 1707677079, 1707677089, 419057734]"
1707677173,"[1707677144, 1707677072, 1707677090]"
1707677106,"[1272073428, 1707677211, 1707677090]"
1272073428,"[1707677118, 1707677106, 419058831]"
419058831,"[1272073428, 1707677118, 1271471755, 1707677211]"
1271471755,"[419058346, 1271471702, 1271471703, 419058831]"
419058346,"[1271471755, 1271509856, 1814611215]"
1814611215,"[1271471688, 1271395715, 1814611240, 419058346]"
1814611240,"[1271471811, 1271471830, 1814611215]"
1271471830,"[1271471801, 1271458055, 1814611240]"
1271458055,"[1271458149, 1271471830, 1271458144, 419058195]"
419058195,"[419059676, 1271471760, 1271458055, 419057436]"
419057674,"[1271471760, 419057478, 419057672]"
419057672,"[419057674, 419057582]"
419047612,"[419049505, 1631373353, 419049657, 419047729, 419047481]"
419047729,"[1628137646, 419047612, 419047442, 1626754401]"
419047442,"[419047712, 419047335, 419047518, 419047729]"
419047518,"[419047583, 419047910, 419047442]"
419047583,"[419047518, 419049702, 419049700]"
419049505,"[419047407, 419049700, 419049956]"
419049611,[419047612]
304827154,"[1709343565, 1225594697, 2199250173]"
419050234,"[419049897, 419050219, 419050031]"
419049897,"[419049967, 1628137646, 419050234]"
419050219,"[419049631, 419050234, 419050253]"
419049631,"[1628137646, 419050219, 419049497]"
419049702,"[419047335, 419049606, 419047583]"
419074450,"[419074888, 419074244, 419074554, 419074260]"
419046776,"[419046659, 419046797, 419046640, 1626689424]"
419046640,"[1626689424, 419046776, 419046543]"
1626689424,"[419046640, 1631342626, 1037653348]"
1186311102,"[1236231421, 419038347, 1236262489, 1236262478]"
1236262489,"[1234944954, 1234944992, 1234944922, 1186311102]"
1234944922,"[1234944992, 1236262489, 1236262503]"
1236262503,"[1236262494, 1234944922, 1234944947, 1236262513]"
1236262513,"[1236262503, 1236262494, 419038347]"
419038347,"[419038333, 419038670, 419038349, 1236262513]"
419046543,"[419046659, 419046640, 1037653348]"
419046659,"[419046776, 419046543, 419046603, 1626689424]"
1037653348,"[419046543, 419046416, 1626689424]"
419049615,"[419049967, 419049786, 419049493]"
419049956,"[419047335, 419047407, 419049505, 419049606]"
419047335,"[419047397, 419049702, 419047442]"
419096298,"[419103445, 1287565237, 419098385]"
1287565237,"[419096298, 419097046, 1287564992]"
1307629780,"[1307629684, 2115648179, 419097192]"
1307629684,"[1307629780, 419098522, 1307629752]"
419098409,"[419098522, 2113341875, 419098385]"
419098385,"[2141242001, 419098525, 419098409]"
419098264,"[2141242001, 419098418, 419098525]"
419098418,"[419095774, 419098264, 1811047599]"
419072168,"[419072118, 419072779, 419072254]"
419060219,[419062859]
1282920744,"[419062859, 1282920769, 419062684, 1282920716]"
419062859,"[1282920744, 1282920728, 1282920757, 1282920822, 1282920812]"
419048039,"[419048213, 1038012159, 419047778]"
419047778,"[847640479, 1038012159, 419048039]"
1038012159,"[419050229, 419047778, 419050117]"
419039140,"[419039283, 3163333048, 1189164461]"
3163333048,"[3163336519, 419039140, 3163336557]"
3163336519,"[3163333048, 3163336557, 1188214495]"
1188214495,"[3163333048, 1188214498, 419038273, 3163336519]"
419038273,"[1188214495, 419038756, 3163333038, 3163333030]"
3163333030,"[3163336684, 419038273, 3163336711]"
3163336684,"[3163336529, 3163333030, 1245463930]"
3163336529,"[3163336684, 3163336464, 3163336681]"
3163336681,"[3163336522, 3163336529, 1193160282]"
1193160282,"[1193160286, 3163336681, 1186480572, 1193160293]"
1186480572,"[1193160286, 1186480465, 1193160282]"
1186480465,"[1186480693, 1186111834, 1186480572]"
1186480693,"[1186480465, 1186480598, 1236570251]"
1186480598,"[1236570243, 1186480693, 1186480474]"
1186480474,"[1236570254, 419038104, 1186480598]"
1186480568,"[419038104, 1236570237, 1186480666]"
1186480666,"[1186480754, 1236570244, 1186480568]"
1186480754,"[2767947685, 1186480457, 1236570257, 1186480666]"
2767947685,"[1186480741, 1186480754, 2767947695]"
1186480741,"[1236570255, 2767947685, 419038099]"
419038099,"[1205240085, 2767947695, 1186480733, 419038070, 1186480741]"
419045448,"[419045487, 419045756, 419046956, 1626578945]"
419045487,"[419045507, 419046002, 419045448]"
419045507,"[419045487, 419045603, 419045567, 419046961]"
419045567,"[419045507, 419046921, 419047064, 419045689]"
419047064,"[419045567, 419046856, 419045714, 419047015]"
419047015,"[419047064, 419046836, 419045430, 419046989]"
419046989,"[419045458, 419047015, 528364385, 419046818]"
528364385,"[419046807, 419046956, 419046989, 419044745]"
419046956,"[419046798, 528364385, 419046930]"
419059478,"[419059617, 419059267, 419059297, 419059117]"
419059267,"[419059378, 419059478, 3222869885]"
3222869885,"[1158997591, 419059104, 419059267, 419059138]"
419059104,"[419059117, 3222869885, 419059210, 419059254]"
419060101,"[419057580, 419060035, 419059531, 419060140]"
419060140,"[1794058299, 419060101, 419057474, 419060010]"
419057474,"[419060175, 419060088, 419060140]"
419060088,"[419059956, 419057474, 419059950, 419057580]"
419059950,"[419060088, 419059894, 419059820]"
419059820,"[419059950, 419059881, 419059106, 419059870]"
419059881,"[419059820, 419059709, 419059686, 419059183]"
419059686,"[419059662, 419059686, 419059881]"
419059662,"[419059760, 419059686, 419059528]"
419059760,"[419059635, 419059531, 419059662]"
419059531,"[419059586, 419059760, 1158997599]"
419067920,"[419067862, 4173432860, 4173432880]"
4173432880,"[419067920, 419067874]"
419068492,"[419068488, 419067741, 419072202]"
419049493,"[419047307, 419049725, 419047397, 419049615]"
419049725,"[419049493, 1626754401, 419049686, 1628137646]"
419049686,"[419049725, 419047307, 419047481, 419049497]"
419047307,"[419047608, 419049686, 419049657]"
1253435211,[1191013083]
419037838,"[1208859284, 419037828]"
419037828,"[1186244144, 419037838, 1191013083, 1186244657]"
1191013083,"[419037957, 4114670093, 419037828]"
1205240085,"[1208806322, 1205240171, 750159489, 419037971, 3081151836]"
3081151836,"[3221292371, 1190952832, 1205240085]"
1190952832,"[3081151836, 3237663878, 1210130827, 1190952868]"
1210130827,"[1190952832, 1210131039, 3081151830]"
3081151830,"[3237663880, 1210178548, 1210130827]"
1221001161,"[1221001325, 419037972, 1222015771, 1210178548]"
419037972,"[419037957, 847563531, 419037971, 1221001161]"
419037971,"[419037974, 419037972, 847563584, 1262215197]"
1307609032,[419097046]
419097046,"[1287565237, 419097192]"
419047481,"[1626754401, 419047612, 419049686, 1631391033]"
419049497,"[419049631, 419049686, 419049657]"
419049657,"[419047307, 419049497, 419050253]"
419049967,"[419049897, 419049615, 419049497, 419050031]"
1628137646,"[419049631, 419049725, 419049897]"
1287564992,"[1287565123, 1287565237]"
419049829,"[1627022838, 419050126, 419050181]"
419050181,"[1627022838, 419049829, 419050126]"
419050126,"[419050181, 419050118]"
4344276121,[419049829]
419049401,"[419049395, 419048914, 419049008]"
419049008,"[419048790, 419049401, 419049031]"
419048790,"[419049270, 419048735, 419048914, 419049008]"
419048914,"[1617045325, 419048790, 1204412661]"
419049435,"[419049349, 419049444, 419049448]"
419049448,"[419049155, 419049435, 419047397, 419049447]"
419049447,"[419049448, 419049449, 419049325]"
419049449,"[419049105, 419049327, 419049447, 419049438]"
419049438,"[419049444, 419049449, 419049319, 419049107]"
419047407,"[419047127, 419049505]"
419050253,"[419047608, 419050219, 419049657]"
419047608,"[419046390, 419048106, 419047307, 1631391033]"
419048173,"[419046390, 1626754420, 419046416, 419048106]"
419046390,"[419046453, 419048173, 419047041]"
419050479,"[419050285, 1616712944, 419050135]"
419050117,"[847640479, 419050264, 1038012159, 419050031]"
419050229,"[419050007, 419050472, 1038012159, 1240987310]"
419050005,"[419050007, 1627002479, 419049876, 419050087]"
419050087,"[419050005, 1626754490, 419050370]"
1626754490,"[1626754490, 419050031, 419050087]"
419050031,"[419050234, 419050253, 1626754490, 419050396, 419049967]"
419050155,"[419050221, 419049951, 419050135]"
1626657114,[1900719843]
1900719843,"[1900723742, 1626657163]"
419049741,"[419049772, 419049625, 2516129703, 419047573]"
2516129703,"[2017543013, 419049625, 419050201]"
419050201,"[419049909, 1900723740, 2516129703, 419049839]"
419049951,"[419049909, 419049772, 419050155, 419049839]"
847640597,[419048302]
2017543013,"[4309782691, 419047586, 2516129703, 419047573]"
419047573,"[419047552, 4309782691, 419049741]"
419048676,"[419048656, 419048680, 1627002479, 419049876]"
1627002479,"[419050005, 419050373, 419050370, 419048676]"
419049876,"[419050005, 419050160]"
419050329,"[419048656, 419050396, 419048459, 419048690]"
419048656,"[419048676, 419050370, 419048474, 419050329]"
419048680,"[2065645421, 419050373, 419048676, 419048467]"
2065645425,"[2065645421, 2065645422, 419048690]"
419048798,"[419049271, 419048841, 419048459, 419048857]"
419048857,"[419048798, 419049226, 419048474, 419048864]"
419048864,"[419049266, 419048841, 419048857, 419048467]"
419049266,"[419049226, 419049107, 419048864, 419049263]"
419049226,"[419049105, 419049271, 419049266, 419048857]"
419049271,"[419049155, 419048798, 419049226]"
419049107,"[419049266, 419049122, 419049105, 419049438]"
419049105,"[419049226, 419049449, 419049107, 419049155]"
419049155,"[419049105, 419049271, 419049448]"
419048368,[419046391]
1037653345,"[419048422, 419046391, 419046416]"
419046391,"[419048422, 1631342626, 1037653345]"
419046416,"[419046271, 1037653345, 419046603, 1037653348]"
419048422,"[419046797, 419046391, 419048297, 1037653345]"
419048297,"[419048422, 1467440033, 419048117]"
1626754469,[419047712]
1631391029,"[1626754438, 1631391033]"
1626754438,"[1631391029, 1631373353, 1626754491]"
1631373353,"[1631333391, 419047612, 1626754438]"
1631333391,"[1631333383, 1631333350, 1631373353]"
1631333383,"[419047712, 1631333350, 1631333391]"
419047712,"[1631333383, 1631416789, 419047442]"
419050472,"[419050229, 419050467, 419048679, 419050396]"
2065645422,"[2065645425, 419050467, 419050373]"
419050373,"[1627002479, 419048680, 2065645422]"
419050370,"[419048656, 1627002479, 419050396, 419050087]"
419050396,"[419050370, 419050329, 419050031]"
419048459,"[419048798, 419048474, 419050329]"
419047397,"[419047335, 419047608, 419049493, 1626754401]"
419048474,"[419048857, 419050087, 419048459, 419048656, 419048467]"
419048467,"[419048471, 419048680, 419048474, 419048864]"
419046532,"[419046723, 419046879, 419046453]"
419047041,"[419046915, 419045509]"
419045446,"[1626578859, 419045494, 419045461, 419045452, 419045757]"
419045452,"[419045446, 419045494, 419047036]"
419045756,"[419045757, 419045448, 419045690]"
419045607,"[1621858269, 419046200, 419045694]"
419045694,"[419045607, 419046018]"
419045617,[419045607]
419046259,"[419045694, 419046200, 419046018]"
419046018,"[419046259, 419045694, 419046200]"
419045527,[419046259]
419049410,"[419049323, 419049411, 419048715, 419049416]"
419048715,"[419048747, 419049410, 419048718]"
419049411,"[419049341, 419049395, 419049410, 419048718]"
419048718,"[419048859, 419049411, 419048715]"
419048859,"[419048881, 419048735, 1204412661, 419048718]"
1204412661,"[419048585, 419048914, 419048859]"
419047674,"[419047690, 419047586, 1626604867]"
419047690,"[419047552, 419047788, 419047674, 419047468]"
419047586,"[2017543013, 419047468, 419047666]"
419048819,"[419048849, 1204412623, 419049421, 419048718]"
419049748,"[419049772, 419047505]"
419047505,"[419047552, 419049748]"
419049772,"[419049951, 419049748, 419049741]"
419047956,"[419048127, 419048108, 419047788, 419048075]"
419048075,"[419047666, 419048108, 419048038]"
419047788,"[419047690, 419047956, 419047666, 419047633]"
419047666,"[419047586, 419048075, 419047633]"
419047900,"[419047848, 419048157, 419047946]"
419048157,"[1626615516, 419047900, 419048155]"
419048319,"[419048397, 419048248, 419048411, 419048155]"
419048248,"[1626604871, 419046388, 419048319, 419048411]"
419048411,"[419046419, 419048248, 419048268]"
419049456,"[3059701278, 419049008, 419049161]"
3059701278,"[419049270, 419049456, 419049031]"
419049031,"[3059701278, 419049008]"
419048810,"[419049456, 1616712908, 1628013292, 1617045324, 419049161]"
419049161,"[419048810, 1253884020, 419049456]"
419048684,"[1616712944, 419048127, 1621238115, 1617045320]"
419050135,"[419050479, 419050155, 419050421, 419050003]"
419047552,"[419047690, 419047505, 419047573]"
419048127,"[419048137, 419047956, 419048177]"
419049270,"[419048859, 3059701278, 419048790, 1617045324]"
419045387,"[419045185, 419045265, 419045200]"
419045200,"[419045387, 419045194, 419045265, 1628209883]"
419045265,"[419045241, 419045200]"
419044179,"[1216065418, 419044167, 419044104, 419044084]"
419044167,"[1216065450, 1628215295, 419044179, 419044104]"
419044104,"[1216065429, 419044167, 419044084]"
419045277,"[419045155, 419045168, 419045256]"
419045155,"[419045032, 419045277]"
419045207,[419045277]
419045185,"[419045387, 419045075, 1628209883]"
1145509423,"[419044141, 419045335, 419045189]"
419045335,"[1216002743, 1145509423]"
419044510,"[1216065432, 419044494, 1216002743, 1628215287]"
1628215287,"[1216002743, 419044510, 419044084]"
1216002743,"[419044494, 1628215287, 419045335]"
419044084,"[419044104, 419044141, 419044179, 1628215287]"
419044099,"[1216065429, 1216065427, 419044141]"
419044141,"[419044200, 1145509423, 419044099]"
419044577,"[419044494, 1628215295, 419045335]"
419044494,"[1216065432, 419044577, 419044510, 1216002743]"
1216065432,"[1216065418, 419044510, 419044099]"
419044750,"[419046083, 419046504, 419044897, 419045929]"
419045929,"[419045868, 419044750, 419045906, 419045689]"
419045689,"[419045603, 419045714, 419045567, 419045929]"
419045858,"[419045487, 419046229, 419046002]"
419046002,"[419045487, 419045603, 419045858, 1626578945]"
1166265694,[419045858]
419045461,"[1626578859, 419045446, 419047116, 1626578898]"
419045757,"[419045446, 419045756, 419045690]"
419045458,"[419045593, 419045430, 419046989]"
419045593,"[419045946, 419045458]"
419045430,"[419045946, 419045714, 419045458, 419047015]"
419045946,"[419045430, 419045593, 419045906, 419045857]"
419045857,"[419045946, 419045794, 419046150]"
419046150,"[419046083, 419044625, 419046081, 419045857]"
419046081,"[419046150, 419046120, 419044646, 419044897]"
419044646,"[419044662, 1629289938, 419046081]"
419046083,"[419045906, 419046856, 419044750, 419046150]"
419045906,"[419046083, 419045946, 419045929, 419045714]"
419045714,"[419045906, 419047064, 419045430, 419045689]"
419044220,"[1467440029, 419044449, 419044208, 419044981, 1622070061]"
419044981,"[419044762, 419044220]"
419045690,"[419045756, 419045690]"
419046020,[419045690]
419046181,"[419046229, 419045448, 419045593, 1626578945]"
1626578945,"[419046181, 419046002, 419045458, 419045448]"
419044812,"[419045106, 419045191, 419046200, 419046798, 419044745]"
419044745,"[419044812, 419044751, 419044702, 528364385]"
419044751,"[1626515798, 419044890, 419044745]"
419044890,"[419046120, 419044751, 1629289938]"
1629289938,"[419044646, 1629289938, 419044890]"
419044662,"[419044646, 419045106, 419044845, 419046534]"
419045106,"[1629287169, 419045086, 419045093, 419045858, 419044662, 419044631]"
419046229,"[419045868, 419044631, 419046181, 419045858]"
419045868,"[419045603, 419044845, 419046229, 419045929]"
419044897,"[419046120, 419044750, 419044845, 419046081]"
419044845,"[419044662, 419044631, 419045868, 419044897]"
419044631,"[419044625, 419045106, 419046229, 419044845]"
419044625,"[419045093, 419045168, 419044631]"
419046120,"[419045794, 419044890, 419046081]"
419046165,[419044897]
1628209883,"[419045185, 419045168, 419045194]"
419045168,"[419045226, 419045277, 1628209883]"
419045256,"[419045277, 419045076, 419045044]"
419045044,"[419045013, 419045075, 419045256, 419045076]"
419045075,"[419045226, 419045044, 1629287169, 419045106]"
419044401,"[419044431, 419044568, 419044350, 419044567]"
419044350,"[419044431, 419044388, 1216002741, 419044401]"
419044431,"[419044421, 419044455, 419044350]"
419045911,[419044890]
419045794,"[419046120, 419045857]"
419045008,"[419045086, 419044978, 419045233]"
419045233,"[419045229, 419045008, 419045241]"
419044978,"[419045229, 419045008, 419044935]"
419045229,"[419045240, 419044978, 419045233]"
419045013,"[1626515798, 1626515800, 419045076, 419045044]"
419045076,"[419045013, 419045256, 419045127, 419045015]"
419045145,"[1207178049, 419045075, 1628193001, 1645652067]"
1628193001,"[419045240, 419045145, 419045066]"
419045240,"[1628193001, 419045229, 419044935]"
419045241,"[419045235, 419045265, 419045233]"
419045235,"[419045226, 419045194, 419045241]"
419045226,"[419045075, 419045235, 419045093, 419045168]"
419045086,"[419045093, 419045008, 419045066]"
419044935,"[419045240, 419044978, 419045066]"
419045066,"[1628193001, 419044935, 419045066]"
419045194,"[419045235, 1628209883, 419045200]"
419045015,"[419044751, 1626515798, 419045127, 419045076]"
419045127,"[419045032, 1626515800, 419045015]"
1626515798,"[419045013, 419044751, 1626515800, 419045015]"
419039288,"[1141979777, 1201113622, 419041067, 419039088]"
1141979777,"[419041067, 1141979921, 419039288, 1141979614]"
419041067,"[1141979777, 1141979973]"
419046200,"[419044812, 419045607, 419046259]"
419060043,"[419059802, 419059804, 419059960]"
419059804,"[419057511, 419060043, 419060013]"
419061730,"[419061827, 419062222, 1868492934, 419061968]"
419062222,"[419062219, 419062613, 419061730, 419062338]"
419062219,"[419062222, 1683046218, 419062331, 1342985134]"
1342985134,"[419062219, 1342985134, 419062009]"
419062009,"[1342985134, 419062009, 419061968]"
419061968,"[1231056322, 419062009]"
419060098,"[419057477, 419059953, 419057449]"
419057477,"[419060098, 419060123]"
1231107651,[419060098]
419070235,[1123134494]
419075287,"[1123461602, 1123134480, 1123461681]"
1123461681,"[1123461602, 1123134483, 419075287, 1123134490]"
1123134483,"[1123134494, 1123461681, 1123134515]"
1123134494,"[419075716, 1123134483, 1123134503, 419075684]"
1335279331,"[419078178, 1335279331]"
419077001,[1335279331]
419073994,"[419073188, 419075303, 419073824, 419074126]"
419044576,[1628215295]
1628215295,"[419044563, 1628215311, 419044567, 1216065450, 419044577]"
419043748,"[419043743, 419043618, 419043726]"
419043618,"[419043640, 419043748, 419043598]"
419043743,"[419043748, 419043767, 419043640]"
419043640,"[419043665, 419043743, 419043618]"
419043767,"[419043665, 419043743, 419043693]"
419043726,"[419043748, 419043733, 419043598]"
419043733,"[419043726, 419043706, 419043570]"
419043706,"[419043733, 419043721, 1626856456]"
419043721,"[419043816, 1626856419, 419043693, 419043706]"
419043693,"[419043721, 419044421]"
1216002735,[419043767]
419043665,"[419043640, 419043767, 419043750]"
419060158,"[419059983, 419057461, 419057509]"
419057509,"[419060158, 419057524, 419057621]"
419058307,"[419059960, 419057948, 419058452, 419058748]"
419057948,"[419058307, 419057594, 419057712]"
419057594,"[419057948, 419060078, 419057712]"
419060078,"[419057543, 419057594, 419059944]"
419059944,"[419060078, 419060059, 419059891]"
419059891,"[419059802, 419060171, 419060031, 419059944]"
419059802,"[419059891, 419060043, 419059979]"
419059960,"[419059953, 419060123, 419060043]"
419057524,"[419057461, 419057713, 419057509]"
419057621,"[419057713, 419057509, 419060084]"
419057713,"[419057621, 419058452, 419057748]"
419057712,"[419057948, 419057719, 419057594]"
419057876,"[419057589, 419057719, 419057594, 419058748]"
419057719,"[419057543, 419060031, 419057876, 419057712]"
419057589,"[419057445, 419057748, 419057876, 419060078, 419057543]"
419057543,"[419060078, 419057589, 419060059, 419057719]"
419060059,"[419057543, 419060031, 419057445, 419059944]"
419060031,"[419060171, 419060059, 419059891]"
419060084,"[419060171, 419057621, 419057445]"
419057445,"[419059944, 419057589, 419060059, 419060084]"
1231055219,[419057445]
419059953,"[419059960, 419059983, 419060098, 419057512]"
419057449,"[419060098, 419057461, 419057512]"
419057512,"[1256744375, 419057449]"
419057729,[419059953]
419059983,"[419060158, 419059953, 419059979, 419057524]"
419057461,"[419060158, 419057524, 419057449]"
419057650,[419059983]
419060171,"[419060031, 419059979, 419060084]"
419059979,"[419059802, 419059983, 419060171]"
419103445,"[1282378320, 1282380594, 419104459, 419096298]"
1282380594,"[419104010, 419103445, 419104147]"
419104010,"[419104387, 1282380594, 419104147]"
419052019,"[419052019, 419052058, 419051895]"
1635651625,[419052019]
419080576,"[4355050516, 419083092, 419081226]"
419080891,"[4355050516, 419080733, 419083973]"
419083973,"[419083655, 419083541, 419080891]"
419083541,"[419082840, 419083353, 419083973]"
419052239,"[1234303431, 1234303450, 419052075]"
1234303450,"[419052239, 1234303431, 1234303478]"
419052058,"[1234303424, 419052034, 1234303450, 419052232, 419052019]"
1635646290,"[419052034, 1635646257, 1234303424]"
419052034,"[1635646290, 1635646257, 419052075]"
419084960,"[419084788, 419085034, 2448498880]"
419084788,"[419084327, 419084960, 419085108]"
419051636,"[1615629662, 419051555, 419051655]"
419051555,"[1615694392, 1628051152, 419051636]"
419086875,"[419084426, 419086161, 419086946]"
419086946,"[419084962, 419087084, 419086875]"
419053040,"[419053157, 1241185121, 419053058, 1623958900]"
419053157,"[419053040, 1234346351, 1641908041]"
1623958900,"[1234346351, 1623958900]"
1623958964,[419053040]
419052648,"[1234537404, 564288603, 419052682, 419052656]"
1234537404,"[419052648, 419052682, 1234537418]"
419052682,"[419051835, 1234537404]"
419083970,"[419080871, 419083541, 419083353, 419083390]"
419083353,"[419083655, 419083970, 419083541, 419083390]"
419051836,"[1234537454, 1635614212, 419051825, 1635055157, 564288603]"
1635614212,"[419051836, 1234537351, 1234307103]"
1234537351,"[1635614212, 1234537432, 1635663843, 1234310620]"
1234537432,"[1234537351, 1234537404, 1234537418, 1234537517]"
1234537517,"[419051854, 1234537432, 1234537418]"
419051854,"[419051835, 1234537517, 1635640726]"
1635640726,"[419051854, 1234537441, 1234537409]"
1234537441,"[1234537454, 1234537353, 1635640726]"
1234537454,"[419051873, 419052058, 1234537353, 1234537441]"
419080871,"[419083655, 419083970, 419081298, 419081373, 419083973]"
419083655,"[419080871, 419080733, 419083353, 419083973]"
419081373,"[419080871, 419080733, 419081146, 419080891]"
419080733,"[419083655, 419080891, 419081373, 419081226]"
1635651573,[419051854]
419051835,"[419051854, 419052682, 1234537341]"
419051596,"[419051407, 1628034069, 419051655]"
419051407,"[419051596, 1615694392, 1628034067]"
419085155,[419085212]
419085212,"[419085221, 4683314415]"
419050717,"[419050814, 1628083989, 419050738, 419050717, 1628083993]"
419050738,"[419050717, 419050791, 1619286413, 419050739]"
1619286413,"[3059701285, 419050814, 419050738, 419050824, 3059701279]"
419050814,"[1619286413, 419050999]"
419051312,"[1615629400, 419049102, 419051294, 419049350, 1621915805]"
1621915805,"[1621915921, 419051312, 1621916002]"
1621916002,"[1140633414, 1628034068, 419051305, 1621915805]"
1628034068,"[1621916002, 419051506, 419051656]"
419051656,"[1615680949, 1628034068, 419051683]"
419051683,"[419051656, 419051677, 419051747]"
419051677,"[1628086765, 419051683, 419051655]"
1628086765,"[1615629400, 419051677, 419051810]"
1615629400,"[1628086765, 1615629662, 1628083993]"
419082680,"[419084914, 419082597, 419082680]"
419082672,[419082680]
419083508,"[419083247, 419083226, 1363297595]"
419083247,"[419082775, 419083226, 419083508]"
419083226,"[419083247, 419082601, 419085094]"
419084914,"[419084916, 419082680, 419083508]"
419082597,"[419082775, 1363297595, 419082680]"
419083343,[419084914]
419082601,"[419082775, 419083226, 419082597, 419085094]"
419082775,"[419083247, 419082597, 419084916, 419082601]"
419085094,"[419084914, 419082601, 419084909]"
419084916,"[419084909, 419082775, 419084914, 419083247]"
419099601,"[419084909, 419099080, 1931192453, 419085652]"
419085464,"[419085429, 419085487, 419085460]"
419085487,"[419082762, 419085464, 419085429]"
419085319,"[419085270, 419085460, 419082725, 419085439]"
419085460,"[419082637, 419082725, 419085319, 419085464]"
419082725,"[419082637, 419082762, 419085460]"
419082637,"[419085270, 419082778, 419085439, 419085460, 419082725]"
419085429,"[419085270, 419085464, 419082762, 419085487]"
419085270,"[419085287, 419085319, 419085429]"
419082762,"[419082637, 419082725, 419085487]"
419083390,"[419083970, 419082986, 419083353]"
419085287,"[419085270, 419082778, 2360047837, 419086875, 2360047674]"
2360047674,"[2360047837, 419085287, 419084426]"
419084426,"[419084962, 419086875, 2360047674]"
419085652,"[419085994, 419085950, 1363207057, 419099601]"
1363207057,"[419085994, 419085652, 419085851]"
419085851,"[1363207057, 419099821]"
419085994,"[1363207057, 419085652, 419084585]"
419084585,"[419085994, 1363207185, 419084909]"
419084909,"[419084916, 419085094, 419084585]"
419085439,"[419082637, 419084962, 419085319, 419086946]"
419084962,"[419084426, 419086946, 419085439]"
419051655,"[419051596, 419051636, 419051677]"
419051747,"[1140633786, 419051683, 1628042199]"
419079123,"[419079042, 419079162, 419079215]"
419079162,"[419079256, 419078794, 419078792, 419079123]"
419051201,"[419051294, 1253884033, 419049408]"
1253884033,"[1620834676, 1621901239, 1621901233, 419051201]"
419051279,"[1620834676, 1621915980, 419049384]"
1621915980,"[419051294, 419051279, 1234225093]"
419051294,"[419051312, 1621915980, 1617051192]"
1086155233,"[1086155351, 419078269, 419078357, 1086155508]"
419078357,"[419078618, 1086155233, 419087346]"
419078794,"[419079256, 419079162, 419078837, 419078792]"
419078618,"[419080142, 419078357, 1086155351, 419079256]"
1086155351,"[1086155233, 1086155152, 419078618]"
1615680949,"[419051656, 1140633414, 1628042199, 1628086765]"
1628042199,"[1615680949, 1628042204, 419051747]"
1140633786,"[1628089286, 1615680921, 419051747]"
1628089286,"[1234331569, 1140633786, 419051810]"
419051810,"[1628083989, 1628086765, 1628089286]"
419079215,"[419079042, 419079123, 1341991861]"
419079042,"[419079416, 419079215, 419079123, 419076513]"
1234331388,"[1140633786, 1607610335, 1628083980, 1234331563]"
1607610335,"[1607581921, 1234331388]"
419078837,"[419078201, 419078794, 419078792]"
419078792,"[419078794, 419078837, 1341991861]"
1632498151,[1628083989]
419050739,"[1628083989, 1234331563, 419050738]"
1628083989,"[419050717, 419050739, 1234331569, 419051810]"
419080982,[419081298]
419094227,[419081795]
419093118,"[419094287, 419092862]"
419092862,"[419093118, 419094287]"
419081795,[419094227]
1086155167,"[419089855, 1086155518, 419089336, 1086155245]"
419092114,"[1301084992, 419092054, 419093876]"
419093876,"[1301084992, 419093978, 419092114]"
419049687,"[419049613, 419047310, 1617601059, 1626804132, 419048323]"
1617601059,"[419047400, 419047701, 419049687]"
419047701,"[1617601059, 419047637, 419047677]"
419047637,"[419048069, 419047815, 419047701]"
419048069,"[419047637, 1626615518, 419048034]"
1626615518,"[1626615511, 1626615516, 419048069, 419048323]"
419048323,"[1626615511, 1626615518, 419048437]"
419093978,"[1301084992, 419089652, 419093876]"
1301084992,"[419089931, 419093978, 419092114]"
419094251,[419093118]
419094287,"[419093118, 419092862]"
1626585913,"[419046358, 1626585922, 1626585907, 419048323]"
419046358,"[419046477, 419046385, 419048437, 1626585913]"
419048437,"[419048397, 419048273, 419046358, 419048323]"
1626585904,"[1626585885, 419046667, 419046873]"
1626585922,"[419046477, 1626585911, 419048155, 1626585913]"
419046477,"[419048397, 1626585922, 419046358, 1626585912]"
419048397,"[419046388, 419048319, 419048437, 419046477]"
419048155,"[1626604874, 419048319, 419048157]"
419046667,"[1626604874, 1626585910, 1626585904, 1626585891]"
1626585891,"[1626585911, 419046667, 1626585912]"
1626585912,"[419046477, 1626585885, 419046388, 1626585891]"
419046388,"[419046419, 419048248, 419048397, 1626585912]"
1626604874,"[1626604858, 1626604871, 419048155]"
419046459,"[419046419, 1626585885, 419048069, 419048388]"
419046419,"[419046459, 1626585885, 419048411, 419046388]"
419048273,"[419046734, 1626615511, 419048437, 419048034, 419046385]"
419048034,"[1626615511, 419048273, 419047815, 419048069]"
419050114,[1617475989]
1617475989,"[419050010, 419050352]"
1086155508,"[1086155233, 419087346, 1086155245]"
419087346,"[419090733, 419078357, 419090290, 1086155508]"
1836460857,[1204468160]
1225703980,"[1204468160, 1225703497]"
1204468160,"[1225703980, 1645546003, 419049093]"
